population,year,individual,sex,species,std.length,photo.id,std.length.raw,depth.spine.1,depth.spine.2,spine.length.1,spine.length.2,spine.length.3,spine.length.pelvic,lndmrk.x1,lndmrk.x2,lndmrk.x3,lndmrk.x4,lndmrk.x5,lndmrk.x6,lndmrk.x7,lndmrk.x8,lndmrk.x9,lndmrk.x10,lndmrk.x11,lndmrk.x12,lndmrk.x13,lndmrk.x14,lndmrk.x15,lndmrk.x16,lndmrk.x17,lndmrk.x18,lndmrk.x19,lndmrk.y1,lndmrk.y2,lndmrk.y3,lndmrk.y4,lndmrk.y5,lndmrk.y6,lndmrk.y7,lndmrk.y8,lndmrk.y9,lndmrk.y10,lndmrk.y11,lndmrk.y12,lndmrk.y13,lndmrk.y14,lndmrk.y15,lndmrk.y16,lndmrk.y17,lndmrk.y18,lndmrk.y19,correction,std.length,depth.1,depth.2,spine.1,spine.2,spine.3,spine.pelvic,x.1,y.1,x.2,y.2,x.3,y.3,x.4,y.4,x.5,y.5,x.6,y.6,x.7,y.7,x.8,y.8,x.9,y.9,x.10,y.10,x.11,y.11,x.12,y.12,x.13,y.13,x.14,y.14,x.15,y.15,x.16,y.16,x.17,y.17,x.18,y.18,x.19,y.19,notes
PR,2014,59,,B,5.83,4989,2449.059,565.562,597.482,214.663,250.064,68.411,312.231,753,951,1119,1572,1860,2352,2919,3093,3195,3102,2922,2562,1788,1533,1245,900,951,1131,1551,1498,1381,1315,1201,1201,1216,1375,1405,1441,1486,1528,1675,1780,1756,1699,1636,1474,1465,1498,420.011,5.83,1.35,1.42,0.511088995,0.595,0.162879068,0.743387673,1.792810188,3.566573256,2.264226413,3.288009124,2.664215937,3.130870382,3.742759118,2.859448919,4.428455445,2.859448919,5.599853337,2.89516227,6.949817981,3.273723783,7.364092845,3.345150484,7.606943628,3.430862525,7.385520855,3.538002576,6.956960651,3.637999957,6.099840242,3.987990791,4.257031363,4.237984243,3.649904407,4.180842883,2.96420808,4.045132151,2.142801022,3.89513608,2.264226413,3.509431896,2.692786617,3.488003886,3.692760428,3.566573256,
PR,2014,6,,B,4.36,4531,1845.975,426.095,444.091,174.413,201.246,72.25,253.14,1104,1248,1416,1755,1935,2289,2685,2880,2931,2877,2733,2472,1932,1752,1485,1212,1248,1422,1737,1228,1138,1063,979,958,979,1081,1138,1177,1210,1216,1324,1402,1402,1372,1330,1198,1189,1198,423,4.36,1.01,1.05,0.412323877,0.476,0.170803783,0.598439716,2.609929078,2.903073286,2.95035461,2.690307329,3.34751773,2.513002364,4.14893617,2.314420804,4.574468085,2.264775414,5.411347518,2.314420804,6.34751773,2.555555556,6.808510638,2.690307329,6.929078014,2.78250591,6.80141844,2.860520095,6.460992908,2.874704492,5.843971631,3.130023641,4.567375887,3.314420804,4.141843972,3.314420804,3.510638298,3.243498818,2.865248227,3.144208038,2.95035461,2.8321513,3.361702128,2.810874704,4.106382979,2.8321513,
PR,2014,60,,B,5.62,4990,2361.692,570.387,543.075,195.346,206.456,83.355,364.966,705,921,1125,1617,1863,2217,2772,2955,3045,2985,2814,2385,1794,1590,1227,870,918,1113,1587,1351,1261,1186,1081,1117,1141,1216,1204,1225,1288,1366,1555,1654,1648,1600,1522,1330,1339,1378,420.043,5.62,1.36,1.29,0.46506191,0.492,0.198443969,0.86887771,1.678399592,3.216337375,2.192632659,3.002073597,2.678297222,2.823520449,3.849605874,2.573546042,4.4352602,2.659251553,5.278031059,2.71638856,6.599324355,2.894941708,7.034994036,2.866373205,7.249257814,2.916368086,7.106415296,3.066352731,6.699314118,3.252048005,5.677990111,3.702001938,4.270991303,3.937692093,3.78532674,3.923407842,2.921129503,3.809133827,2.071216518,3.623438553,2.185490533,3.166342494,2.649728718,3.187768871,3.778184614,3.280616508,
PR,2014,61,,B,5.35,4992,2247.162,537.134,516.009,236.449,255.265,68.411,342.473,936,1170,1356,1788,2034,2415,2928,3102,3174,3093,2934,2547,1977,1755,1416,1080,1164,1365,1791,1471,1345,1267,1177,1189,1249,1423,1450,1492,1543,1576,1687,1705,1693,1648,1603,1411,1396,1435,420.011,5.35,1.28,1.23,0.562959065,0.608,0.162879068,0.815390549,2.228513063,3.502289226,2.785641328,3.202297083,3.228486873,3.016587661,4.257031363,2.802307559,4.842730309,2.830878239,5.749849409,2.97373164,6.971245991,3.388006505,7.385520855,3.452290535,7.556944937,3.552287916,7.364092845,3.673713308,6.985531331,3.752282678,6.064126892,4.016561471,4.707019578,4.059417491,4.178461993,4.030846811,3.371340274,3.92370676,2.571361226,3.816566709,2.771355988,3.359435824,3.249914883,3.323722474,4.264174034,3.416577185,
PR,2014,62,,B,5.51,4993,2331.193,561.289,561.008,224.66,241.495,83.57,246.658,819,1029,1224,1671,1941,2385,2955,3090,3144,3087,2976,2529,1848,1641,1290,951,1035,1218,1671,1378,1258,1192,1078,1075,1117,1321,1375,1423,1468,1465,1591,1630,1627,1570,1516,1333,1330,1366,423,5.51,1.33,1.33,0.531111111,0.571,0.197565012,0.583115839,1.936170213,3.257683215,2.432624113,2.973995272,2.893617021,2.817966903,3.95035461,2.548463357,4.588652482,2.541371158,5.638297872,2.640661939,6.985815603,3.122931442,7.304964539,3.250591017,7.432624113,3.364066194,7.29787234,3.470449173,7.035460993,3.463356974,5.978723404,3.761229314,4.368794326,3.853427896,3.879432624,3.846335697,3.04964539,3.711583924,2.24822695,3.58392435,2.446808511,3.151300236,2.879432624,3.144208038,3.95035461,3.229314421,
PR,2014,63,,B,5.52,4994,2317.119,558.129,561.128,247.168,284.542,73.239,347.638,762,930,1116,1572,1839,2283,2799,2964,3063,2979,2808,2478,1773,1533,1206,882,942,1122,1557,1465,1360,1294,1186,1189,1219,1342,1363,1393,1453,1507,1684,1747,1729,1660,1594,1417,1411,1429,420,5.52,1.33,1.34,0.588495238,0.677,0.174378571,0.827709524,1.814285714,3.488095238,2.214285714,3.238095238,2.657142857,3.080952381,3.742857143,2.823809524,4.378571429,2.830952381,5.435714286,2.902380952,6.664285714,3.195238095,7.057142857,3.245238095,7.292857143,3.316666667,7.092857143,3.45952381,6.685714286,3.588095238,5.9,4.00952381,4.221428571,4.15952381,3.65,4.116666667,2.871428571,3.952380952,2.1,3.795238095,2.242857143,3.373809524,2.671428571,3.35952381,3.707142857,3.402380952,
PR,2014,64,,B,5.99,4996,2534.565,553.596,567.508,301.974,330.436,56.604,390.185,765,963,1155,1629,1917,2346,2961,3183,3288,3216,2991,2556,1815,1593,1221,888,969,1155,1617,1585,1459,1399,1321,1333,1405,1495,1441,1468,1537,1636,1825,1885,1867,1789,1729,1543,1528,1573,423.096,5.99,1.31,1.34,0.713724545,0.781,0.13378524,0.922213871,1.808100289,3.746194717,2.276079188,3.448389964,2.729876907,3.306578176,3.850190028,3.122222852,4.530886607,3.15058521,5.544840887,3.320759355,6.998411708,3.533477036,7.523115321,3.405846427,7.771285949,3.469661732,7.601111804,3.632745287,7.069317602,3.866734736,6.041182143,4.313441867,4.289806569,4.455253654,3.765102955,4.412710118,2.885869874,4.228354794,2.098814453,4.086543007,2.290260366,3.646926466,2.729876907,3.611473519,3.82182767,3.71783236,
PR,2014,65,,B,5.54,4998,2325.124,540.075,513.035,213.063,233.692,64.622,364.867,1011,1188,1383,1854,2211,2568,3054,3246,3318,3258,3078,2721,2040,1800,1455,1119,1200,1383,1815,1435,1348,1282,1177,1183,1204,1336,1369,1423,1462,1486,1615,1723,1702,1633,1570,1420,1420,1444,420,5.54,1.29,1.22,0.507292857,0.556,0.153861905,0.868730952,2.407142857,3.416666667,2.828571429,3.20952381,3.292857143,3.052380952,4.414285714,2.802380952,5.264285714,2.816666667,6.114285714,2.866666667,7.271428571,3.180952381,7.728571429,3.25952381,7.9,3.388095238,7.757142857,3.480952381,7.328571429,3.538095238,6.478571429,3.845238095,4.857142857,4.102380952,4.285714286,4.052380952,3.464285714,3.888095238,2.664285714,3.738095238,2.857142857,3.380952381,3.292857143,3.380952381,4.321428571,3.438095238,
PR,2014,66,,B,5.14,5041,2191.727,525.137,549.033,249.704,285.047,0,371.903,834,1008,1203,1590,1860,2253,2781,2919,2991,2922,2799,2448,1803,1548,1263,960,1008,1197,1593,1525,1432,1342,1237,1213,1225,1387,1405,1444,1477,1501,1630,1756,1738,1687,1642,1477,1468,1471,426,5.14,1.23,1.29,0.586159624,0.669,0,0.873011737,1.957746479,3.579812207,2.366197183,3.361502347,2.823943662,3.150234742,3.732394366,2.903755869,4.366197183,2.84741784,5.288732394,2.875586854,6.528169014,3.255868545,6.852112676,3.298122066,7.021126761,3.389671362,6.85915493,3.46713615,6.570422535,3.523474178,5.746478873,3.82629108,4.232394366,4.122065728,3.633802817,4.079812207,2.964788732,3.960093897,2.253521127,3.854460094,2.366197183,3.46713615,2.809859155,3.44600939,3.73943662,3.453051643,
PR,2014,67,,B,5.28,5043,2247.579,507.319,486.148,237.966,276.847,94.868,402.045,819,990,1182,1602,1863,2256,2814,2967,3045,2964,2823,2346,1770,1590,1281,933,999,1170,1599,1444,1336,1258,1165,1180,1207,1324,1342,1387,1429,1474,1648,1654,1663,1621,1582,1402,1390,1402,426.042,5.28,1.19,1.14,0.558550565,0.65,0.222672882,0.943674567,1.922345684,3.389337201,2.323714563,3.135841067,2.774374357,2.952760526,3.760192657,2.734472188,4.372808315,2.769679985,5.295252581,2.833054018,6.604982607,3.10767483,6.964102131,3.149924186,7.147182672,3.255547575,6.957060571,3.354129405,6.626107285,3.459752794,5.506499359,3.868163233,4.154519977,3.882246351,3.73202642,3.903371029,3.006745814,3.804789199,2.189924937,3.713248929,2.344839241,3.290755372,2.74620812,3.262589134,3.753151098,3.290755372,
PR,2014,68,,B,4.26,5045,1789.218,423.011,441.01,162.444,198.091,0,247.095,972,1092,1230,1587,1797,2139,2529,2709,2754,2703,2550,2277,1764,1587,1347,1071,1095,1236,1581,1471,1399,1333,1219,1204,1210,1333,1384,1405,1435,1441,1537,1639,1627,1603,1576,1453,1438,1432,420.011,4.26,1.01,1.05,0.386761299,0.472,0,0.588306021,2.314225104,3.502289226,2.599931907,3.330865144,2.92849473,3.173726402,3.778472469,2.90230494,4.278459374,2.866591589,5.092723762,2.880876929,6.021270871,3.173726402,6.449831076,3.295151794,6.556971127,3.345150484,6.435545736,3.416577185,6.071269562,3.430862525,5.421286585,3.659427967,4.199890003,3.90227875,3.778472469,3.87370807,3.207058863,3.816566709,2.549933216,3.752282678,2.607074577,3.459433205,2.94278007,3.423719855,3.764187128,3.409434515,
PR,2014,69,,B,5.56,5047,2370.427,525.214,507.036,256.32,253.14,86.533,354.051,882,1074,1272,1752,2016,2406,2970,3168,3246,3141,3000,2559,1950,1725,1479,1044,1080,1272,1710,1465,1366,1294,1219,1228,1267,1411,1453,1519,1552,1564,1690,1741,1735,1699,1639,1456,1471,1504,426.011,5.56,1.23,1.19,0.601674605,0.594,0.203123863,0.831084174,2.070369075,3.438878339,2.521061663,3.206489973,2.985838394,3.037480253,4.112569863,2.861428461,4.732272171,2.882554676,5.64774149,2.974101608,6.971650967,3.312121049,7.436427698,3.410710052,7.619521562,3.565635629,7.373049053,3.643098418,7.042071684,3.671266704,6.006887146,3.967033715,4.577346594,4.086748934,4.049191218,4.07266479,3.47174134,3.98815993,2.450640946,3.847318496,2.535145806,3.417752124,2.985838394,3.452962482,4.01398086,3.530425271,
PR,2014,7,,B,5.11,4533,2178.132,540.108,515.529,265.224,277.95,66.272,343.89,942,1158,1347,1788,2025,2388,2892,3021,3114,3042,2892,2496,1929,1740,1425,1074,1170,1350,1746,1369,1276,1216,1144,1165,1210,1342,1333,1366,1444,1486,1639,1669,1663,1600,1528,1348,1363,1408,426.011,5.11,1.27,1.21,0.622575473,0.652,0.155564058,0.807232677,2.211210509,3.213532045,2.71823967,2.995227823,3.161890186,2.854386389,4.197074723,2.685376669,4.753398386,2.73467117,5.60548906,2.840302246,6.788557103,3.1501534,7.091366185,3.129027185,7.309670408,3.206489973,7.140660687,3.389583837,6.788557103,3.488172841,5.859003641,3.847318496,4.528052093,3.917739213,4.084401576,3.90365507,3.34498405,3.755771565,2.521061663,3.586761844,2.746407957,3.164237543,3.168932258,3.199447902,4.09848572,3.305078977,
PR,2014,70,,B,4.83,5049,2043.496,459.088,447.01,169.918,226.416,63.781,246.658,873,1065,1245,1644,1866,2208,2682,2838,2922,2850,2694,2337,1806,1620,1290,993,1074,1239,1590,1489,1387,1324,1234,1249,1273,1381,1393,1429,1483,1525,1654,1690,1690,1657,1606,1453,1444,1462,423.096,4.83,1.09,1.06,0.401606255,0.535,0.150748294,0.582983531,2.063361507,3.519295857,2.517159226,3.278215819,2.942594588,3.129313442,3.885642975,2.916595761,4.410346588,2.952048708,5.218673776,3.008773423,6.338986897,3.26403464,6.707697544,3.292396997,6.906234046,3.37748407,6.736059901,3.505114678,6.367349254,3.60438293,5.523569119,3.909278273,4.268534801,3.994365345,3.82891826,3.994365345,3.048953429,3.916368862,2.346985081,3.795828843,2.538430994,3.434208785,2.92841341,3.412937017,3.758012366,3.455480553,
PR,2014,71,,B,4.55,5052,1938.021,417.043,444,186.097,207.933,62.642,220.617,912,1071,1236,1608,1833,2202,2601,2787,2850,2790,2658,2367,1806,1635,1320,1026,1080,1245,1593,1429,1342,1270,1168,1159,1165,1309,1378,1432,1459,1429,1519,1606,1588,1561,1540,1396,1372,1396,426.011,4.55,0.98,1.04,0.436836138,0.488,0.147043152,0.51786691,2.140789792,3.354373479,2.514019591,3.1501534,2.901333534,2.981143679,3.774550422,2.741713242,4.302705799,2.720587027,5.168880616,2.73467117,6.10547615,3.072690611,6.542084594,3.23465826,6.689968099,3.36141555,6.549126666,3.424794195,6.239275512,3.354373479,5.556194558,3.565635629,4.239327154,3.769855708,3.837929068,3.727603278,3.098511541,3.664224633,2.408388516,3.614930131,2.535145806,3.27691069,2.922459749,3.220574117,3.739340064,3.27691069,
PR,2014,72,,B,4.51,5054,1906.476,441.01,435,190.966,222.971,64.622,276.261,1044,1200,1374,1764,1944,2265,2727,2850,2934,2886,2739,2394,1932,1740,1455,1179,1215,1389,1740,1441,1345,1279,1189,1201,1216,1333,1333,1351,1399,1447,1576,1630,1621,1600,1558,1393,1387,1384,423.043,4.51,1.04,1.03,0.451410377,0.527,0.152755157,0.653032907,2.467834239,3.406273121,2.836591079,3.179345835,3.247896786,3.023333325,4.169788887,2.810588994,4.595277549,2.838954905,5.354065662,2.874412294,6.446153228,3.150979924,6.736903814,3.150979924,6.935465189,3.19352879,6.822001546,3.306992433,6.474519139,3.420456077,5.658999203,3.725389618,4.566911638,3.853036216,4.113057065,3.831761783,3.439366684,3.782121439,2.786950736,3.682840751,2.872048468,3.292809478,3.283354174,3.278626523,4.113057065,3.271535045,
PR,2014,73,,B,4.79,5056,2028.009,480.337,459.245,196.54,220.291,88.589,342.21,993,1173,1341,1758,1995,2328,2805,2961,3006,2955,2799,2439,1926,1746,1449,1134,1173,1344,1734,1468,1363,1300,1201,1219,1255,1384,1420,1471,1507,1525,1642,1681,1666,1639,1597,1438,1429,1450,423.043,4.79,1.14,1.09,0.464586342,0.521,0.209408973,0.808924861,2.347279118,3.47009642,2.77276778,3.221894701,3.169890531,3.072973669,4.155605931,2.838954905,4.715832669,2.881503771,5.502986694,2.966601504,6.630531648,3.271535045,6.999288488,3.356632777,7.105660654,3.477187898,6.985105533,3.562285631,6.616348693,3.604834497,5.765371369,3.881402127,4.552728682,3.973591337,4.127240021,3.938133949,3.425183728,3.874310649,2.68057857,3.775029961,2.77276778,3.399181643,3.176982009,3.37790721,4.09887411,3.427547554,
PR,2014,74,,B,5.98,5058,2512.405,579.629,609.362,279.113,286.245,84.853,318.848,741,918,1107,1608,1902,2334,2913,3156,3246,3189,2961,2541,1776,1572,1197,858,918,1104,1593,1588,1468,1399,1270,1267,1312,1465,1459,1504,1561,1618,1798,1873,1846,1783,1723,1537,1543,1561,420.011,5.98,1.38,1.45,0.664537357,0.682,0.202025661,0.759142023,1.764239508,3.780853359,2.185657042,3.495146556,2.635645257,3.330865144,3.828471159,3.023730331,4.528452826,3.016587661,5.556997317,3.123727712,6.935532641,3.488003886,7.514088917,3.473718545,7.728369019,3.580858597,7.592658288,3.716569328,7.049815362,3.852280059,6.049841552,4.280840264,4.228460683,4.459407016,3.742759118,4.395122985,2.849925359,4.245126913,2.042803641,4.102273512,2.185657042,3.659427967,2.628502587,3.673713308,3.792757809,3.716569328,
PR,2014,75,,B,5.33,5060,2256.018,507.08,480.009,250.567,260.292,78.918,310.728,939,1161,1350,1761,2010,2382,2892,3105,3171,3102,2928,2514,1926,1746,1476,1083,1170,1344,1758,1414,1324,1258,1162,1174,1216,1351,1378,1399,1456,1492,1627,1654,1660,1648,1567,1393,1396,1417,423.011,5.33,1.2,1.13,0.59234157,0.615,0.186562524,0.734562458,2.219800431,3.342702672,2.744609478,3.129942247,3.19140637,2.973917936,4.163012309,2.746973483,4.751649484,2.77534154,5.63105924,2.874629738,6.836701646,3.193770375,7.340234651,3.257598502,7.496258963,3.307242601,7.333142637,3.44199087,6.921805816,3.52709504,5.943107862,3.846235677,4.553073088,3.910063804,4.127552239,3.924247833,3.489270965,3.895879776,2.56021711,3.704395394,2.765885521,3.293058573,3.177222342,3.300150587,4.155920295,3.349794686,
PR,2014,76,,B,5.26,5063,2223.518,525.009,546.206,229.26,252.286,64.9,366.197,990,1173,1365,1770,2016,2481,3018,3195,3231,3162,3054,2637,1986,1785,1437,1119,1179,1365,1773,1564,1453,1384,1258,1252,1282,1516,1564,1618,1657,1648,1738,1798,1792,1738,1690,1516,1495,1507,423.043,5.26,1.24,1.29,0.541930726,0.596,0.153412301,0.865625953,2.34018764,3.697023707,2.77276778,3.434639032,3.226622353,3.271535045,4.183971842,2.973692982,4.765473013,2.959510026,5.864652057,3.030424803,7.134026565,3.583560064,7.552423749,3.697023707,7.637521481,3.824670305,7.474417494,3.916859515,7.219124297,3.895585082,6.233408897,4.108329413,4.694558236,4.250158967,4.219429231,4.235976012,3.396817818,4.108329413,2.645121182,3.99486577,2.786950736,3.583560064,3.226622353,3.53391972,4.19106332,3.562285631,
PR,2014,77,,B,5.84,5064,2472.089,552.033,567.032,259.114,305.588,102.176,351.551,756,942,1125,1608,1917,2409,2901,3123,3216,3129,2958,2505,1818,1599,1239,885,942,1113,1563,1462,1372,1315,1216,1189,1219,1369,1390,1444,1480,1504,1672,1759,1744,1690,1615,1450,1456,1480,423.096,5.84,1.3,1.34,0.612423658,0.722,0.24149602,0.830901261,1.786828521,3.455480553,2.226445062,3.242762872,2.658971014,3.108041674,3.800555902,2.874052225,4.530886607,2.81023692,5.693743264,2.881142814,6.856599921,3.235672282,7.381303534,3.285306408,7.601111804,3.412937017,7.395484713,3.498024089,6.991321119,3.554748804,5.920642124,3.951821809,4.296897158,4.1574489,3.779284134,4.121995954,2.92841341,3.994365345,2.091723864,3.817100611,2.226445062,3.427118195,2.630608656,3.441299374,3.694197062,3.498024089,
PR,2014,78,,B,5.52,5066,2337.017,570.284,543.133,230.512,237.966,96.747,366,1029,1230,1437,1881,2148,2541,3105,3261,3366,3276,3081,2664,2055,1863,1569,1179,1239,1428,1842,1420,1306,1234,1141,1150,1168,1327,1372,1420,1465,1483,1624,1684,1690,1648,1573,1384,1387,1447,423.096,5.52,1.35,1.28,0.544821979,0.562,0.228664417,0.865051903,2.432072154,3.356212302,2.907141642,3.086769906,3.396392308,2.916595761,4.445799535,2.69678749,5.076861989,2.718059258,6.005729196,2.760602795,7.338759998,3.136404031,7.707470645,3.242762872,7.955641273,3.356212302,7.742923592,3.462571142,7.282035283,3.505114678,6.29644336,3.838372379,4.857053718,3.980184166,4.403255999,3.994365345,3.70837824,3.895097094,2.786601622,3.71783236,2.92841341,3.271125229,3.37512054,3.278215819,4.353621873,3.420027606,
PR,2014,79,,B,5.52,5068,2337.017,540.008,522.138,233.692,218.403,81.609,354.813,1005,1200,1386,1866,2136,2514,3039,3273,3345,3240,3048,2634,2037,1842,1506,1182,1197,1389,1866,1522,1375,1285,1174,1171,1207,1366,1456,1510,1531,1543,1642,1693,1696,1669,1651,1450,1438,1432,423.043,5.52,1.28,1.23,0.552407202,0.516,0.192909468,0.838716159,2.375645029,3.597743019,2.836591079,3.250260612,3.276262697,3.037516281,4.410899128,2.775131606,5.049132121,2.768040128,5.942658311,2.853137861,7.183666909,3.228986179,7.736802169,3.44173051,7.906997634,3.569377108,7.658795914,3.619017452,7.204941342,3.647383363,6.226317419,3.881402127,4.815113357,4.001957248,4.354167307,4.009048726,3.559921805,3.945225426,2.794042213,3.90267656,2.829499602,3.427547554,3.283354174,3.399181643,4.410899128,3.384998688,
PR,2014,8,,B,4.81,4535,2049.635,483.084,498.325,214.83,252.357,78.23,312.231,1176,1377,1569,1953,2217,2580,2973,3156,3231,3150,2991,2622,2154,1926,1647,1350,1383,1578,1956,1519,1408,1324,1225,1216,1267,1483,1537,1573,1627,1636,1675,1705,1696,1675,1657,1462,1459,1465,426.011,4.81,1.13,1.17,0.504282753,0.592,0.183633756,0.732917695,2.7604921,3.565635629,3.232310903,3.305078977,3.683003491,3.10790097,4.584388666,2.875512604,5.204090974,2.854386389,6.056181648,2.974101608,6.978693038,3.481130769,7.408259411,3.607888059,7.584311203,3.692392919,7.394175268,3.81915021,7.020945469,3.840276425,6.154770651,3.931823357,5.056207469,4.002244074,4.521010021,3.981117858,3.866097354,3.931823357,3.168932258,3.889570927,3.246395046,3.431836267,3.704129706,3.424794195,4.591430738,3.438878339,
PR,2014,80,,B,6.22,5070,2613.084,612.007,618.066,243.647,208.71,81.609,271.33,606,852,1047,1494,1836,2304,2991,3138,3225,3153,2985,2454,1707,1503,1125,753,864,1059,1548,1618,1474,1405,1261,1261,1297,1522,1534,1591,1642,1633,1807,1864,1864,1816,1768,1570,1564,1582,420.011,6.22,1.46,1.47,0.580096712,0.497,0.194302054,0.64600689,1.442819355,3.852280059,2.028518301,3.509431896,2.492791855,3.345150484,3.557049696,3.002302321,4.371314085,3.002302321,5.485570616,3.088014362,7.121242063,3.623714617,7.471232896,3.652285297,7.678370328,3.787996029,7.506946247,3.90942142,7.106956723,3.88799341,5.84270412,4.302268274,4.064179271,4.437979005,3.578477707,4.437979005,2.678501277,4.323696284,1.792810188,4.209413563,2.057088981,3.737997338,2.521362536,3.723711998,3.685617758,3.766568018,
PR,2014,81,,B,5.35,5072,2265.161,528.009,501.036,336.856,348.827,104.785,346.133,690,894,1089,1512,1746,2157,2682,2850,2934,2853,2658,2253,1725,1527,1206,867,897,1095,1569,1519,1402,1321,1234,1228,1234,1417,1471,1549,1585,1549,1660,1723,1747,1717,1681,1504,1498,1492,423,5.35,1.25,1.18,0.796349882,0.825,0.247718676,0.818281324,1.631205674,3.591016548,2.113475177,3.314420804,2.574468085,3.122931442,3.574468085,2.917257683,4.127659574,2.903073286,5.09929078,2.917257683,6.340425532,3.349881797,6.737588652,3.477541371,6.936170213,3.661938534,6.744680851,3.747044917,6.283687943,3.661938534,5.326241135,3.924349882,4.078014184,4.073286052,3.609929078,4.130023641,2.85106383,4.059101655,2.04964539,3.973995272,2.120567376,3.555555556,2.588652482,3.541371158,3.709219858,3.527186761,
PR,2014,82,,B,4.74,5075,2019.02,477.085,474.038,234.691,238.872,56.921,339.411,1044,1221,1416,1785,1995,2325,2823,2967,3051,2967,2832,2433,1932,1758,1473,1173,1227,1413,1782,1465,1357,1294,1213,1231,1252,1399,1423,1453,1498,1519,1648,1693,1675,1633,1585,1414,1417,1441,426.095,4.74,1.12,1.11,0.550795011,0.561,0.13358758,0.7965618,2.450157829,3.438200401,2.86555815,3.184735798,3.323202572,3.036881447,4.189206632,2.846782994,4.682054471,2.889027095,5.456529647,2.938311879,6.625283094,3.283305366,6.963235898,3.339630833,7.160375034,3.410037668,6.963235898,3.515647919,6.646405144,3.564932703,5.70999425,3.86768209,4.53420012,3.973292341,4.125840482,3.93104824,3.456975557,3.832478673,2.752907216,3.719827738,2.879639517,3.318508783,3.316161889,3.325549467,4.182165949,3.381874934,
PR,2014,83,,B,5.77,5080,2440.99,528.077,540.033,218.403,249.56,94.868,289.993,651,849,1059,1476,1764,2220,2835,3009,3069,3009,2793,2454,1725,1455,1119,783,852,1053,1521,1312,1210,1123,1030,1021,1075,1159,1126,1165,1228,1309,1471,1561,1555,1492,1447,1273,1246,1261,423.043,5.77,1.25,1.28,0.516266668,0.59,0.224251435,0.685492964,1.538850661,3.10133958,2.006888189,2.860229338,2.503291628,2.654576485,3.489007028,2.434740676,4.169788887,2.413466243,5.247693497,2.541112842,6.701446425,2.739674218,7.112752132,2.661667963,7.254581686,2.753857173,7.112752132,2.902778205,6.602165737,3.094248102,5.800828757,3.477187898,4.077599677,3.689932229,3.439366684,3.675749274,2.645121182,3.526828242,1.850875679,3.420456077,2.013979666,3.00915037,2.489108672,2.945327071,3.595379193,2.980784459,
PR,2014,84,,B,5.09,5083,2170.195,507.142,459.48,263.454,255.265,107.331,238.948,945,1134,1320,1737,1983,2337,2871,3018,3090,3003,2880,2466,1935,1701,1407,1086,1131,1305,1698,1495,1381,1285,1171,1171,1186,1345,1378,1417,1453,1477,1606,1636,1675,1639,1624,1435,1420,1420,426.011,5.09,1.19,1.08,0.618420651,0.599,0.251944199,0.560896315,2.21825258,3.509299056,2.661903096,3.241700332,3.098511541,3.016354038,4.077359505,2.748755314,4.654809383,2.748755314,5.485773842,2.783965672,6.739262601,3.157195471,7.084324114,3.23465826,7.253333834,3.326205192,7.049113755,3.410710052,6.760388816,3.467046626,5.788582924,3.769855708,4.542136236,3.840276425,3.992854645,3.931823357,3.30273162,3.847318496,2.549229949,3.812108138,2.654861025,3.368457622,3.063301182,3.333247264,3.985812573,3.333247264,
PR,2014,85,,B,4.85,5086,2036.264,483.009,453.04,262.975,290.799,80.498,342.053,837,1044,1251,1575,1821,2145,2583,2760,2853,2802,2637,2292,1761,1545,1236,957,1053,1239,1623,1444,1360,1303,1246,1261,1282,1333,1339,1342,1411,1471,1666,1735,1720,1666,1591,1423,1438,1483,420,4.85,1.15,1.08,0.626130952,0.692,0.191661905,0.814411905,1.992857143,3.438095238,2.485714286,3.238095238,2.978571429,3.102380952,3.75,2.966666667,4.335714286,3.002380952,5.107142857,3.052380952,6.15,3.173809524,6.571428571,3.188095238,6.792857143,3.195238095,6.671428571,3.35952381,6.278571429,3.502380952,5.457142857,3.966666667,4.192857143,4.130952381,3.678571429,4.095238095,2.942857143,3.966666667,2.278571429,3.788095238,2.507142857,3.388095238,2.95,3.423809524,3.864285714,3.530952381,
PR,2014,86,,B,5.55,5087,2332.112,540.033,537.034,225.938,234.691,72.498,324.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.011,5.55,1.29,1.28,0.53793353,0.559,0.172609765,0.773522598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
