pop1 ecotype1 pop2 ecotype2 geography ecology group reg1 reg2 geography2 group2 fst
pri limnetic misty lake allo D allo_D bc bc para para_D 0.435457
pri limnetic misty stream allo D allo_D bc bc para para_D 0.431157
pri limnetic ms marine allo D allo_D bc or allo allo_D 0.293609
pri limnetic mud lake allo D allo_D bc al allo allo_D 0.431857
pri limnetic pax benthic allo D allo_D bc bc para para_D 0.437096
pri limnetic pax limnetic allo S allo_S bc bc para para_S 0.262511
pri limnetic pcr lake allo D allo_D bc or allo allo_D 0.317751
pri limnetic pl lake allo D allo_D bc or allo allo_D 0.731486
pri limnetic pri benthic para D para_D bc bc para para_D 0.360768
pri limnetic rab marine allo D allo_D bc al allo allo_D 0.366582
pri limnetic rb stream allo D allo_D bc or allo allo_D 0.461484
pri limnetic res marine allo D allo_D bc al allo allo_D 0.37235
pri limnetic roberts lake allo D allo_D bc bc para para_D 0.357884
pri limnetic roberts stream allo D allo_D bc bc para para_D 0.425612
pri limnetic sj marine allo D allo_D bc or allo allo_D 0.241488
pri limnetic sk marine allo D allo_D bc ns allo allo_D 0.496248
pri limnetic sr marine allo D allo_D bc ns allo allo_D 0.487391
pri limnetic sr white allo D allo_D bc ns allo allo_D 0.495992
pri limnetic stl lake allo D allo_D bc or allo allo_D 0.720473
pri limnetic wc stream allo D allo_D bc or allo allo_D 0.256909
rab marine al marine allo S allo_S al ns allo allo_S 0.475304
rab marine boot lake allo D allo_D al bc allo allo_D 0.491551
rab marine boot stream allo D allo_D al bc allo allo_D 0.51667
rab marine cl marine allo S allo_S al ns allo allo_S 0.461508
rab marine cl white allo D allo_D al ns allo allo_D 0.454202
rab marine constance lake allo D allo_D al sl allo allo_D 0.568492
rab marine constance stream allo D allo_D al sl allo allo_D 0.551857
rab marine cp marine allo S allo_S al ns allo allo_S 0.480367
rab marine denmark marine allo S allo_S al ne allo allo_S 0.483541
rab marine geneva lake allo D allo_D al sl allo allo_D 0.617168
rab marine geneva stream allo D allo_D al sl allo allo_D 0.627061
rab marine japan japansea allo D allo_D al jp allo allo_D 0.843754
rab marine japan marine allo S allo_S al jp allo allo_S 0.330202
rab marine joes lake allo D allo_D al bc allo allo_D 0.57837
rab marine joes stream allo D allo_D al bc allo allo_D 0.572827
rab marine litcampbell marine allo S allo_S al bc allo allo_S 0.18654
rab marine ln marine allo S allo_S al ns allo allo_S 0.463634
rab marine mh marine allo S allo_S al ns allo allo_S 0.467175
rab marine mh white allo D allo_D al ns allo allo_D 0.474071
rab marine misty lake allo D allo_D al bc allo allo_D 0.42193
rab marine misty stream allo D allo_D al bc allo allo_D 0.41971
rab marine res marine allo S allo_S al al para para_S 0.0207658
rab marine roberts lake allo D allo_D al bc allo allo_D 0.335233
rab marine roberts stream allo D allo_D al bc allo allo_D 0.413278
rab marine sk marine allo S allo_S al ns allo allo_S 0.48852
rab marine sr marine allo S allo_S al ns allo allo_S 0.454491
rab marine sr white allo D allo_D al ns allo allo_D 0.455034
rb stream al marine allo D allo_D or ns allo allo_D 0.526889
rb stream bea lake allo D allo_D or al allo allo_D 0.460467
rb stream boot lake allo D allo_D or bc allo allo_D 0.491186
rb stream boot stream allo S allo_S or bc allo allo_S 0.472719
rb stream cl marine allo D allo_D or ns allo allo_D 0.53088
rb stream cl white allo D allo_D or ns allo allo_D 0.528803
rb stream constance lake allo D allo_D or sl allo allo_D 0.538907
rb stream constance stream allo S allo_S or sl allo allo_S 0.535562
rb stream cp marine allo D allo_D or ns allo allo_D 0.540921
rb stream denmark marine allo D allo_D or ne allo allo_D 0.530804
rb stream geneva lake allo D allo_D or sl allo allo_D 0.560131
rb stream geneva stream allo S allo_S or sl allo allo_S 0.5627
rb stream hadsten lake allo D allo_D or ne allo allo_D 0.615524
rb stream hald lake allo D allo_D or ne allo allo_D 0.588829
rb stream japan japansea allo D allo_D or jp allo allo_D 0.758589
rb stream japan marine allo D allo_D or jp allo allo_D 0.54189
rb stream joes lake allo D allo_D or bc allo allo_D 0.511379
rb stream joes stream allo S allo_S or bc allo allo_S 0.504631
rb stream litcampbell marine allo D allo_D or bc allo allo_D 0.38889
rb stream ln marine allo D allo_D or ns allo allo_D 0.531421
rb stream mariager marine allo D allo_D or ne allo allo_D 0.569579
rb stream mh marine allo D allo_D or ns allo allo_D 0.501694
rb stream mh white allo D allo_D or ns allo allo_D 0.477249
rb stream misty lake allo D allo_D or bc allo allo_D 0.441277
rb stream misty stream allo S allo_S or bc allo allo_S 0.440377
rb stream mud lake allo D allo_D or al allo allo_D 0.471979
rb stream rab marine allo D allo_D or al allo allo_D 0.420319
rb stream res marine allo D allo_D or al allo allo_D 0.454995
rb stream roberts lake allo D allo_D or bc allo allo_D 0.405103
rb stream roberts stream allo S allo_S or bc allo allo_S 0.438802
rb stream sj marine allo D allo_D or or para para_D 0.382881
rb stream sk marine allo D allo_D or ns allo allo_D 0.532538
rb stream sr marine allo D allo_D or ns allo allo_D 0.52968
rb stream sr white allo D allo_D or ns allo allo_D 0.528577
rb stream stl lake allo D allo_D or or para para_D 0.285073
rb stream wc stream allo S allo_S or or para para_S 0.380331
res marine al marine allo S allo_S al ns allo allo_S 0.48427
res marine boot lake allo D allo_D al bc allo allo_D 0.49633
res marine boot stream allo D allo_D al bc allo allo_D 0.513441
res marine cl marine allo S allo_S al ns allo allo_S 0.4856
res marine cl white allo D allo_D al ns allo allo_D 0.474135
res marine constance lake allo D allo_D al sl allo allo_D 0.573262
res marine constance stream allo D allo_D al sl allo allo_D 0.561467
res marine cp marine allo S allo_S al ns allo allo_S 0.487977
res marine denmark marine allo S allo_S al ne allo allo_S 0.47903
res marine geneva lake allo D allo_D al sl allo allo_D 0.619374
res marine geneva stream allo D allo_D al sl allo allo_D 0.625265
res marine japan japansea allo D allo_D al jp allo allo_D 0.82843
res marine japan marine allo S allo_S al jp allo allo_S 0.338686
res marine joes lake allo D allo_D al bc allo allo_D 0.577136
res marine joes stream allo D allo_D al bc allo allo_D 0.566389
res marine litcampbell marine allo S allo_S al bc allo allo_S 0.238968
res marine ln marine allo S allo_S al ns allo allo_S 0.473178
res marine mh marine allo S allo_S al ns allo allo_S 0.476497
res marine mh white allo D allo_D al ns allo allo_D 0.461558
res marine misty lake allo D allo_D al bc allo allo_D 0.438637
res marine misty stream allo D allo_D al bc allo allo_D 0.436526
res marine roberts lake allo D allo_D al bc allo allo_D 0.358742
res marine roberts stream allo D allo_D al bc allo allo_D 0.427337
res marine sk marine allo S allo_S al ns allo allo_S 0.487737
res marine sr marine allo S allo_S al ns allo allo_S 0.475647
res marine sr white allo D allo_D al ns allo allo_D 0.46816
roberts lake al marine allo D allo_D bc ns allo allo_D 0.50016
roberts lake cl marine allo D allo_D bc ns allo allo_D 0.502213
roberts lake cl white allo D allo_D bc ns allo allo_D 0.511615
roberts lake cp marine allo D allo_D bc ns allo allo_D 0.520152
roberts lake ln marine allo D allo_D bc ns allo allo_D 0.51045
roberts lake mh marine allo D allo_D bc ns allo allo_D 0.466088
roberts lake mh white allo D allo_D bc ns allo allo_D 0.451729
roberts lake roberts stream para D para_D bc bc para para_D 0.0812557
roberts lake sk marine allo D allo_D bc ns allo allo_D 0.51224
roberts lake sr marine allo D allo_D bc ns allo allo_D 0.511228
roberts lake sr white allo D allo_D bc ns allo allo_D 0.505237
roberts stream al marine allo D allo_D bc ns allo allo_D 0.552727
roberts stream cl marine allo D allo_D bc ns allo allo_D 0.560998
roberts stream cl white allo D allo_D bc ns allo allo_D 0.562854
roberts stream cp marine allo D allo_D bc ns allo allo_D 0.573799
roberts stream ln marine allo D allo_D bc ns allo allo_D 0.564966
roberts stream mh marine allo D allo_D bc ns allo allo_D 0.533048
roberts stream mh white allo D allo_D bc ns allo allo_D 0.522442
roberts stream sk marine allo D allo_D bc ns allo allo_D 0.56292
roberts stream sr marine allo D allo_D bc ns allo allo_D 0.560758
roberts stream sr white allo D allo_D bc ns allo allo_D 0.556435
sj marine al marine allo S allo_S or ns allo allo_S 0.359745
sj marine bea lake allo D allo_D or al allo allo_D 0.308211
sj marine boot lake allo D allo_D or bc allo allo_D 0.333354
sj marine boot stream allo D allo_D or bc allo allo_D 0.341398
sj marine cl marine allo S allo_S or ns allo allo_S 0.374553
sj marine cl white allo D allo_D or ns allo allo_D 0.366896
sj marine constance lake allo D allo_D or sl allo allo_D 0.385029
sj marine constance stream allo D allo_D or sl allo allo_D 0.381116
sj marine cp marine allo S allo_S or ns allo allo_S 0.384209
sj marine denmark marine allo S allo_S or ne allo allo_S 0.413387
sj marine geneva lake allo D allo_D or sl allo allo_D 0.41388
sj marine geneva stream allo D allo_D or sl allo allo_D 0.418516
sj marine hadsten lake allo D allo_D or ne allo allo_D 0.468693
sj marine hald lake allo D allo_D or ne allo allo_D 0.429931
sj marine japan japansea allo D allo_D or jp allo allo_D 0.774449
sj marine japan marine allo S allo_S or jp allo allo_S 0.397305
sj marine joes lake allo D allo_D or bc allo allo_D 0.379127
sj marine joes stream allo D allo_D or bc allo allo_D 0.370294
sj marine litcampbell marine allo S allo_S or bc allo allo_S 0.224664
sj marine ln marine allo S allo_S or ns allo allo_S 0.371087
sj marine mariager marine allo S allo_S or ne allo allo_S 0.396574
sj marine mh marine allo S allo_S or ns allo allo_S 0.348331
sj marine mh white allo D allo_D or ns allo allo_D 0.348582
sj marine misty lake allo D allo_D or bc allo allo_D 0.293387
sj marine misty stream allo D allo_D or bc allo allo_D 0.293163
sj marine mud lake allo D allo_D or al allo allo_D 0.326464
sj marine rab marine allo S allo_S or al allo allo_S 0.196679
sj marine res marine allo S allo_S or al allo allo_S 0.24358
sj marine roberts lake allo D allo_D or bc allo allo_D 0.244202
sj marine roberts stream allo D allo_D or bc allo allo_D 0.285526
sj marine sk marine allo S allo_S or ns allo allo_S 0.36805
sj marine sr marine allo S allo_S or ns allo allo_S 0.369411
sj marine sr white allo D allo_D or ns allo allo_D 0.366438
sj marine stl lake allo D allo_D or or para para_D 0.560593
sj marine wc stream allo D allo_D or or para para_D 0.0178315
sk marine sr marine allo S allo_S ns ns para para_S 0.0195737
sk marine sr white allo D allo_D ns ns para para_D 0.0263946
sr marine sr white para D para_D ns ns para para_D 0.013045
stl lake al marine allo D allo_D or ns allo allo_D 0.771388
stl lake bea lake allo S allo_S or al allo allo_S 0.719985
stl lake boot lake allo S allo_S or bc allo allo_S 0.753242
stl lake boot stream allo D allo_D or bc allo allo_D 0.763237
stl lake cl marine allo D allo_D or ns allo allo_D 0.784114
stl lake cl white allo D allo_D or ns allo allo_D 0.77523
stl lake constance lake allo S allo_S or sl allo allo_S 0.793597
stl lake constance stream allo D allo_D or sl allo allo_D 0.788209
stl lake cp marine allo D allo_D or ns allo allo_D 0.770695
stl lake denmark marine allo D allo_D or ne allo allo_D 0.79712
stl lake geneva lake allo S allo_S or sl allo allo_S 0.803415
stl lake geneva stream allo D allo_D or sl allo allo_D 0.806155
stl lake hadsten lake allo S allo_S or ne allo allo_S 0.806312
stl lake hald lake allo S allo_S or ne allo allo_S 0.78436
stl lake japan japansea allo D allo_D or jp allo allo_D 0.902465
stl lake japan marine allo D allo_D or jp allo allo_D 0.770137
stl lake joes lake allo S allo_S or bc allo allo_S 0.762849
stl lake joes stream allo D allo_D or bc allo allo_D 0.764484
stl lake litcampbell marine allo D allo_D or bc allo allo_D 0.630986
stl lake ln marine allo D allo_D or ns allo allo_D 0.769714
stl lake mariager marine allo D allo_D or ne allo allo_D 0.771622
stl lake mh marine allo D allo_D or ns allo allo_D 0.7845
stl lake mh white allo D allo_D or ns allo allo_D 0.786067
stl lake misty lake allo S allo_S or bc allo allo_S 0.70673
stl lake misty stream allo D allo_D or bc allo allo_D 0.706973
stl lake mud lake allo S allo_S or al allo allo_S 0.720017
stl lake rab marine allo D allo_D or al allo allo_D 0.732489
stl lake res marine allo D allo_D or al allo allo_D 0.733446
stl lake roberts lake allo S allo_S or bc allo allo_S 0.685307
stl lake roberts stream allo D allo_D or bc allo allo_D 0.716684
stl lake sk marine allo D allo_D or ns allo allo_D 0.77822
stl lake sr marine allo D allo_D or ns allo allo_D 0.773481
stl lake sr white allo D allo_D or ns allo allo_D 0.774388
stl lake wc stream allo D allo_D or or para para_D 0.636389
wc stream al marine allo D allo_D or ns allo allo_D 0.381473
wc stream bea lake allo D allo_D or al allo allo_D 0.318985
wc stream boot lake allo D allo_D or bc allo allo_D 0.379367
wc stream boot stream allo S allo_S or bc allo allo_S 0.368295
wc stream cl marine allo D allo_D or ns allo allo_D 0.395026
wc stream cl white allo D allo_D or ns allo allo_D 0.390018
wc stream constance lake allo D allo_D or sl allo allo_D 0.456332
wc stream constance stream allo S allo_S or sl allo allo_S 0.45023
wc stream cp marine allo D allo_D or ns allo allo_D 0.409319
wc stream denmark marine allo D allo_D or ne allo allo_D 0.424684
wc stream geneva lake allo D allo_D or sl allo allo_D 0.498298
wc stream geneva stream allo S allo_S or sl allo allo_S 0.505437
wc stream hadsten lake allo D allo_D or ne allo allo_D 0.530303
wc stream hald lake allo D allo_D or ne allo allo_D 0.479569
wc stream japan japansea allo D allo_D or jp allo allo_D 0.781675
wc stream japan marine allo D allo_D or jp allo allo_D 0.385515
wc stream joes lake allo D allo_D or bc allo allo_D 0.432615
wc stream joes stream allo S allo_S or bc allo allo_S 0.418063
wc stream litcampbell marine allo D allo_D or bc allo allo_D 0.192913
wc stream ln marine allo D allo_D or ns allo allo_D 0.394642
wc stream mariager marine allo D allo_D or ne allo allo_D 0.440721
wc stream mh marine allo D allo_D or ns allo allo_D 0.369523
wc stream mh white allo D allo_D or ns allo allo_D 0.372385
wc stream misty lake allo D allo_D or bc allo allo_D 0.31208
wc stream misty stream allo S allo_S or bc allo allo_S 0.310675
wc stream mud lake allo D allo_D or al allo allo_D 0.337002
wc stream rab marine allo D allo_D or al allo allo_D 0.21182
wc stream res marine allo D allo_D or al allo allo_D 0.25785
wc stream roberts lake allo D allo_D or bc allo allo_D 0.251763
wc stream roberts stream allo S allo_S or bc allo allo_S 0.301587
wc stream sk marine allo D allo_D or ns allo allo_D 0.389684
wc stream sr marine allo D allo_D or ns allo allo_D 0.387978
wc stream sr white allo D allo_D or ns allo allo_D 0.38937
